entity,n-authors,n-revs
terraform/features.go,2,4
configs/configschema/schema.go,2,4
terraform/test-fixtures/graph-cycle/main.tf,2,4
terraform/test-fixtures/apply-interpolated-count/main.tf,2,4
builtin/providers/oracleopc/resource_security_list.go,2,4
terraform/test-fixtures/destroy-module-with-provider/main.tf,2,4
builtin/providers/grafana/provider.go,2,4
terraform/state_v0.go,2,4
builtin/providers/aws/data_source_aws_prefix_list.go,2,4
builtin/providers/ignition/resource_ignition_config.go,2,4
tfdiags/diagnostic.go,2,4
builtin/providers/oracleopc/resource_ip_association.go,2,4
builtin/bins/provider-triton/main.go,2,4
configs/configupgrade/test-fixtures/valid/variable-type/want/variables.tf,2,4
config/configschema/nestingmode_string.go,2,4
builtin/providers/aws/resource_aws_load_balancer_listener_policy.go,2,4
builtin/providers/kubernetes/resource_kubernetes_horizontal_pod_autoscaler.go,2,4
config/test-fixtures/validate-unknownthing/main.tf,2,4
terraform/test-fixtures/validate-self-ref/main.tf,2,4
builtin/providers/ignition/resource_ignition_disk.go,2,4
builtin/providers/circonus/check.go,2,4
builtin/providers/opsgenie/resource_opsgenie_team.go,2,4
test-fixtures/config,2,4
.github/CODE_OF_CONDUCT.md,2,4
communicator/remote/command.go,2,4
terraform/test-fixtures/apply-data-depends-on/main.tf,2,4
configs/configupgrade/test-fixtures/valid/funcs-replaced/input/funcs-replaced.tf,2,4
builtin/providers/aws/resource_aws_load_balancer_backend_server_policy.go,2,4
terraform/test-fixtures/plan-computed/main.tf,2,4
examples/google-internal-load-balancing/main.tf,2,4
repl/format.go,2,4
builtin/providers/azure/resource_virtual_machine.go,2,4
states/statemgr/helper.go,2,4
terraform/test-fixtures/validate-good/main.tf,2,4
terraform/test-fixtures/new-good/main.tf,2,4
builtin/providers/cloudstack/resource_cloudstack_vpn_customer_gateway.go,2,4
config/test-fixtures/validate-unknownvar/main.tf,2,4
builtin/providers/circonus/validators.go,2,4
terraform/test-fixtures/plan-nil/main.tf,2,4
examples/azure-vm-specialized-vhd-existing-vnet/deploy.mac.sh,2,3
terraform/test-fixtures/apply-provisioner-multi-self-ref-count/main.tf,2,3
builtin/providers/aws/resource_aws_ssm_maintenance_window.go,2,3
terraform/test-fixtures/graph-count/main.tf,2,3
builtin/providers/dns/resource_dns_cname_record.go,2,3
builtin/providers/consul/GNUmakefile,2,3
configs/configupgrade/test-fixtures/valid/noop/want/providers.tf,2,3
configs/configupgrade/test-fixtures/valid/interp-naked/want/versions.tf,2,3
config/test-fixtures/validate-count-zero/main.tf,2,3
command/test-fixtures/backend-change-multi-to-no-default-with-default/main.tf,2,3
configs/configupgrade/test-fixtures/valid/noop-exprs/want/versions.tf,2,3
builtin/providers/test/resource_nested.go,2,3
examples/azure-vm-custom-image-new-storage-account/variables.tf,2,3
scripts/docker-release/Dockerfile-release,2,3
builtin/providers/aws/data_source_aws_alb_listener.go,2,3
builtin/providers/heroku/resource_heroku_app_feature.go,2,3
examples/azure-vm-simple-linux-managed-disk/terraform.tfvars,2,3
examples/azure-vm-from-user-image/deploy.ci.sh,2,3
builtin/providers/alicloud/service_alicloud_rds.go,2,3
svchost/auth/static.go,2,3
svchost/auth/from_map.go,2,3
terraform/test-fixtures/apply-terraform-env/main.tf,2,3
builtin/providers/rabbitmq/acceptance_env/deploy.sh,2,3
command/jsonconfig/expression.go,2,3
terraform/eval_count_computed.go,2,3
builtin/providers/aws/resource_aws_snapshot_create_volume_permission.go,2,3
configs/configupgrade/test-fixtures/valid/rename-json/input/misnamed-json.tf,2,3
builtin/providers/circonus/resource_circonus_check_http.go,2,3
terraform/test-fixtures/transform-flatten/main.tf,2,3
configs/configload/test-fixtures/local-modules/root.tf,2,3
terraform/test-fixtures/plan-computed-attr-ref-type-mismatch/main.tf,2,3
terraform/test-fixtures/apply-local-val/main.tf,2,3
terraform/test-fixtures/graph-diff/main.tf,2,3
terraform/test-fixtures/plan-self-ref-multi-all/main.tf,2,3
configs/configupgrade/test-fixtures/valid/rename-json-conflict/want/foo.tf.json,2,3
command/test-fixtures/refresh-var/main.tf,2,3
builtin/providers/circonus/consts.go,2,3
builtin/providers/aws/data_source_aws_partition.go,2,3
terraform/test-fixtures/plan-shadow-uuid/main.tf,2,3
builtin/providers/pagerduty/errors.go,2,3
builtin/providers/spotinst/provider.go,2,3
builtin/providers/kubernetes/resource_kubernetes_service.go,2,3
configs/configupgrade/test-fixtures/valid/rename-json/want/misnamed-json.tf.json,2,3
examples/azure-sql-database/deploy.ci.sh,2,3
builtin/providers/nomad/resource_job.go,2,3
backend/remote/test-fixtures/apply-variables/apply.log,2,3
config/test-fixtures/validate-unknown-resource-var-output/main.tf,2,3
builtin/providers/azure/resource_azure_hosted_service.go,2,3
builtin/providers/dns/resource_dns_a_record_set.go,2,3
config/test-fixtures/output-no-warnings/main.tf,2,3
terraform/test-fixtures/transform-resource-count-basic/main.tf,2,3
builtin/providers/vault/resource_policy.go,2,3
builtin/providers/azure/resource_azure_storage_service.go,2,3
builtin/providers/aws/resource_aws_config_delivery_channel.go,2,3
builtin/bins/provider-google/main.go,2,3
terraform/eval_noop.go,2,3
command/internal_plugin.go,2,3
builtin/providers/kubernetes/resource_kubernetes_persistent_volume.go,2,3
configs/configupgrade/test-fixtures/valid/module-source/want/main.tf,2,3
builtin/providers/circonus/resource_circonus_rule_set.go,2,3
terraform/node_variable.go,2,3
terraform/test-fixtures/import-provider-inherit/main.tf,2,3
configs/test-fixtures/valid-files/variables.tf,2,3
configs/configupgrade/test-fixtures/valid/variable-type/want/versions.tf,2,3
builtin/providers/aws/resource_aws_api_gateway_authorizer.go,2,3
builtin/providers/azurerm/resourceArmResourceGroup.go,2,3
builtin/providers/azurerm/resourceArmVirtualNetwork.go,2,3
builtin/providers/bitbucket/client.go,2,3
config/module/test-fixtures/basic-hg/.hg/undo.desc,2,3
examples/google-internal-load-balancing/README.md,2,3
command/test-fixtures/apply-config-invalid/main.tf,2,3
backend/remote/test-fixtures/plan-long-line/plan.log,2,3
builtin/providers/cobbler/resource_cobbler_profile.go,2,3
configs/configload/test-fixtures/go-getter-modules/root.tf,2,3
terraform/test-fixtures/refresh-vars/main.tf,2,3
configs/configupgrade/test-fixtures/valid/redundant-list/input/redundant-list.tf,2,3
configs/configupgrade/test-fixtures/valid/noop/input/outputs.tf,2,3
terraform/shadow_resource_provisioner.go,2,3
states/statefile/write.go,2,3
builtin/providers/dyn/resource_dyn_record.go,2,3
configs/configupgrade/test-fixtures/valid/interp-naked/input/try.tf,2,3
helper/shadow/closer.go,2,3
terraform/test-fixtures/apply-destroy-module-with-attrs/main.tf,2,3
signal_unix.go,2,3
terraform/test-fixtures/new-provider-validate/main.tf,2,3
terraform/node_provider_eval.go,2,3
states/statemgr/locker.go,2,3
builtin/providers/circonus/resource_circonus_check_caql.go,2,3
examples/azure-vm-simple-linux-managed-disk/provider.tf,2,3
terraform/test-fixtures/apply-provisioner-destroy-outputs/main.tf,2,3
builtin/providers/archive/provider.go,2,3
terraform/test-fixtures/plan-self-ref-multi/main.tf,2,3
terraform/test-fixtures/plan-destroy/main.tf,2,3
config/providers.go,2,3
terraform/test-fixtures/import-provider-inherit/child/main.tf,2,3
terraform/test-fixtures/plan-empty/main.tf,2,3
builtin/providers/vault/resource_mount.go,2,3
terraform/test-fixtures/validate-required-var/main.tf,2,3
backend/remote/test-fixtures/plan-no-changes/main.tf,2,3
config/module/test-fixtures/basic-hg/.hg/store/undo.phaseroots,2,3
terraform/test-fixtures/graph-modules/main.tf,2,3
configs/configupgrade/test-fixtures/valid/rename-json-conflict/input/foo.tf,2,3
configs/configload/test-fixtures/local-modules/child_a/child_a.tf,2,3
config/lang.go,2,3
command/console_interactive.go,2,3
backend/remote/test-fixtures/plan-no-changes/plan.log,2,3
states/statemgr/interfaces.go,2,3
examples/azure-vm-simple-linux/.gitignore,2,3
builtin/providers/aws/test-fixtures/python-v1.zip,2,3
terraform/test-fixtures/new-graph-cycle/main.tf,2,3
config/module/test-fixtures/basic-hg/.hg/last-message.txt,2,3
config/test-fixtures/validate-bad-depends-on/main.tf,2,3
examples/azure-vm-specialized-vhd-existing-vnet/deploy.ci.sh,2,3
backend/remote/test-fixtures/apply-variables/main.tf,2,3
config/test-fixtures/dir-merge/two.tf,2,3
command/e2etest/test-fixtures/plugin-cache/main.tf,2,3
config/test-fixtures/count-list/main.tf,2,3
builtin/providers/circonus/resource_circonus_contact.go,2,3
config/test-fixtures/validate-bad-multi-resource/main.tf,2,3
config/module/test-fixtures/basic-hg/.hg/cache/branch2-served,2,3
builtin/providers/tls/resource_private_key.go,2,3
terraform/test-fixtures/provider-with-locals/main.tf,2,3
builtin/providers/kubernetes/patch_operations.go,2,3
builtin/providers/dns/resource_dns_aaaa_record_set.go,2,3
config/module/test-fixtures/basic-hg/.hg/undo.branch,2,3
command/test-fixtures/backend-new-legacy/local-state-old.tfstate,2,3
config/module/test-fixtures/basic-hg/.hg/undo.dirstate,2,3
configs/test-fixtures/valid-files/providers-explicit-implied.tf,2,3
builtin/providers/datadog/resource_datadog_metric_alert.go,2,3
terraform/test-fixtures/refresh-basic/main.tf,2,3
builtin/providers/aws/resource_aws_elastic_beanstalk_application_version.go,2,3
builtin/providers/aws/state.go,2,3
builtin/providers/github/resource_github_branch_protection.go,2,3
state/lock.go,2,3
terraform/test-fixtures/validate-bad-pc/main.tf,2,3
builtin/providers/kubernetes/resource_kubernetes_resource_quota.go,2,3
builtin/providers/aws/data_source_aws_instance.go,2,3
examples/aws-eip/userdata.sh,2,3
terraform/test-fixtures/apply-count-dec-one/main.tf,2,3
command/test-fixtures/push-input-partial/main.tf,2,3
builtin/providers/aws/resource_aws_lightsail_key_pair.go,2,3
builtin/providers/bitbucket/provider.go,2,3
config/module/test-fixtures/basic-git/DOTgit/index,2,3
builtin/bins/provider-dns/main.go,2,3
config/test-fixtures/dir-override/override.tf.json,2,3
builtin/providers/aws/resource_aws_config_configuration_recorder.go,2,3
terraform/test-fixtures/apply-output-invalid/main.tf,2,3
config/module/tree_gob.go,2,3
examples/azure-vm-from-user-image/deploy.mac.sh,2,3
examples/azure-cdn-with-storage-account/main.tf,2,3
configs/configupgrade/test-fixtures/valid/module-source/input/main.tf,2,3
builtin/providers/dns/config.go,2,3
config/test-fixtures/variables.tf,2,3
configs/configupgrade/test-fixtures/valid/noop-exprs/want/exprs.tf,2,3
command/test-fixtures/import-provider-aliased/main.tf,2,3
tools/terraform-bundle/e2etest/testdata/many-providers/terraform-bundle.hcl,2,3
terraform/ui_output_callback.go,2,3
builtin/providers/aws/data_source_aws_vpn_gateway.go,2,3
configs/configupgrade/test-fixtures/valid/traversals/input/traversals.tf,2,3
config/test-fixtures/validate-count-bad-context/main.tf,2,3
terraform/test-fixtures/validate-bad-var/main.tf,2,3
config/test-fixtures/dir-basic/README.md,2,3
terraform/eval_error.go,2,3
builtin/providers/aws/resource_aws_cloudwatch_log_metric_filter.go,2,3
builtin/providers/azurerm/locks.go,2,3
rpc/rpc.go,2,3
command/test-fixtures/apply/main.tf,2,3
builtin/providers/postgresql/helpers.go,2,3
examples/aws-elb/userdata.sh,2,3
configs/configload/test-fixtures/registry-modules/root.tf,2,3
terraform/test-fixtures/plan-taint/main.tf,2,3
svchost/label_iter.go,2,3
builtin/providers/github/data_source_github_team.go,2,3
examples/azure-vnet-to-vnet-peering/deploy.ci.sh,2,3
command/test-fixtures/apply-vars/main.tf,2,3
builtin/providers/aws/data_source_aws_kms_secret.go,2,3
examples/azure-traffic-manager-vm/deploy.ci.sh,2,3
config_windows.go,2,3
configs/configupgrade/test-fixtures/valid/noop/want/outputs.tf,2,3
states/statemgr/doc.go,2,3
config/test-fixtures/validate-dup-resource/main.tf,2,3
builtin/providers/newrelic/resource_newrelic_alert_condition.go,2,3
terraform/test-fixtures/apply-output/main.tf,2,3
terraform/test-fixtures/apply-provisioner-fail/main.tf,2,3
backend/remote/test-fixtures/plan-variables/main.tf,2,3
states/statefile/testdata/roundtrip/v1-simple.out.tfstate,2,3
builtin/providers/aws/import_aws_db_event_subscription.go,2,3
builtin/bins/provider-mailgun/main.go,2,3
command/test-fixtures/plan-vars/main.tf,2,3
builtin/providers/dnsmadeeasy/config.go,2,3
terraform/test-fixtures/apply-output-multi-index/main.tf,2,3
builtin/providers/spotinst/resource_spotinst_subscription.go,2,3
builtin/providers/aws/data_source_aws_sns.go,2,3
builtin/providers/google/test_util.go,2,3
tools/terraform-bundle/e2etest/testdata/empty/terraform-bundle.hcl,2,3
examples/azure-vm-custom-image-new-storage-account/deploy.ci.sh,2,3
builtin/providers/kubernetes/test-infra/main.tf,2,3
communicator/communicator_mock.go,2,3
terraform/test-fixtures/plan-orphan/main.tf,2,3
builtin/providers/circonus/resource_circonus_check_json.go,2,3
builtin/bins/provisioner-local-exec/main.go,2,3
builtin/bins/provisioner-file/main.go,2,3
examples/azure-vm-from-user-image/main.tf,2,3
builtin/providers/dnsmadeeasy/resource_dme_record.go,2,3
terraform/test-fixtures/apply-terraform-workspace/main.tf,2,3
examples/azure-vm-simple-linux/terraform.tfvars.example,2,3
builtin/providers/aws/data_source_aws_ebs_volume.go,2,3
builtin/providers/aws/resource_aws_ssm_maintenance_window_target.go,2,3
builtin/providers/aws/resource_aws_sfn_state_machine.go,2,3
terraform/test-fixtures/transform-flatten/child/main.tf,2,3
states/statefile/version2.go,2,3
terraform/test-fixtures/apply-computed-attr-ref-type-mismatch/main.tf,2,3
builtin/providers/aws/resource_aws_config_configuration_recorder_status.go,2,3
terraform/test-fixtures/graph-depends-on/main.tf,2,3
terraform/test-fixtures/plan-count-dec/main.tf,2,3
terraform/test-fixtures/plan-good/main.tf,2,3
terraform/test-fixtures/new-variables/main.tf,2,3
configs/configupgrade/test-fixtures/valid/noop-exprs/input/exprs.tf,2,3
builtin/providers/github/data_source_github_user.go,2,3
builtin/providers/aws/resource_aws_vpn_gateway_attachment.go,2,3
config/module/test-fixtures/basic-hg/.hg/store/00changelog.i,2,3
command/cliconfig/credentials.go,2,3
builtin/providers/aws/data_source_aws_ami_ids.go,2,3
terraform/test-fixtures/apply-map-var-override/main.tf,2,3
configs/configupgrade/test-fixtures/valid/rename-json-conflict/want/foo-1.tf.json,2,3
state/local_lock_unix.go,2,3
terraform/test-fixtures/graph-diff-create-before/main.tf,2,3
terraform/transform_provider_disable.go,2,3
config/hcl2shim/values_equiv.go,2,3
builtin/providers/alicloud/resource_alicloud_db_instance.go,2,3
config/test-fixtures/validate-output-bad-field/main.tf,2,3
builtin/providers/kubernetes/structure_persistent_volume_claim.go,2,3
builtin/providers/aws/resource_aws_load_balancer_policy.go,2,3
builtin/providers/aws/resource_aws_elasticsearch_domain_policy.go,2,3
builtin/providers/aws/resource_aws_dms_certificate.go,2,3
depgraph/noun.go,2,3
deps/v0-5-3.json,2,3
builtin/providers/spotinst/resource_spotinst_healthcheck.go,2,3
configs/configupgrade/test-fixtures/valid/heredoc-standard/want/heredoc.tf,2,3
examples/azure-vm-custom-image-new-storage-account/deploy.mac.sh,2,3
builtin/providers/google/data_source_google_compute_zones.go,2,3
svchost/auth/testdata/main.go,2,3
config/test-fixtures/provisioners.tf,2,3
builtin/providers/heroku/validators.go,2,3
config/test-fixtures/dir-basic/nested/nested.tf,2,3
builtin/providers/kubernetes/structure_service_spec.go,2,3
builtin/providers/scaleway/config.go,2,3
command/test-fixtures/apply-shutdown/main.tf,2,3
examples/google-internal-load-balancing/variables.tf,2,3
config/test-fixtures/create-before-destroy.tf,2,3
config/module/test-fixtures/basic-hg/.hg/store/undo,2,3
states/statemgr/lineage.go,2,3
command/test-fixtures/push-input/main.tf,2,3
configs/configupgrade/test-fixtures/already-upgraded/versions.tf,2,3
command/cliconfig/cliconfig.go,2,3
terraform/test-fixtures/plan-module-multi-var/child/main.tf,2,3
configs/configupgrade/test-fixtures/valid/heredoc-flush/want/heredoc.tf,2,3
backend/remote/test-fixtures/plan-long-line/main.tf,2,3
builtin/providers/pagerduty/data_source_pagerduty_escalation_policy.go,2,3
builtin/providers/opc/resource_security_protocol.go,2,3
terraform/resource_mode.go,2,3
builtin/providers/circonus/resource_circonus_check_mysql.go,2,3
terraform/test-fixtures/new-pc-cache/main.tf,2,3
config/test-fixtures/validate-unknown-resource-var/main.tf,2,3
backend/remote/test-fixtures/plan-no-changes/policy.log,2,3
builtin/providers/opc/resource_ip_address_reservation.go,2,3
terraform/test-fixtures/transform-orphan-count-empty/main.tf,2,3
config/test-fixtures/validate-count-below-zero/main.tf,2,3
builtin/providers/aws/tags_dms.go,2,3
config/test-fixtures/bad_type.tf.nope,2,3
configs/test-fixtures/valid-modules/override-module/a_override.tf,2,3
config/module/test-fixtures/basic-hg/.hg/store/fncache,2,3
helper/plugin/unknown.go,2,3
examples/azure-spark-and-cassandra-on-centos/deploy.ci.sh,2,3
builtin/providers/dnsmadeeasy/provider.go,2,3
terraform/test-fixtures/validate-bad-rc/main.tf,2,3
builtin/providers/aws/resource_aws_lightsail_instance.go,2,3
terraform/test-fixtures/plan-count-inc/main.tf,2,3
config/module/inode_freebsd.go,2,3
terraform/test-fixtures/plan-self-ref/main.tf,2,3
configs/configupgrade/test-fixtures/valid/invalid-resource-name/want/resource.tf,2,3
command/test-fixtures/refresh/main.tf,2,3
examples/azure-vnet-two-subnets/deploy.ci.sh,2,3
builtin/providers/kubernetes/resource_kubernetes_limit_range.go,2,3
config/module/test-fixtures/basic/main.tf,2,3
examples/azure-cdn-with-storage-account/deploy.ci.sh,2,3
builtin/providers/terraform/test-fixtures/empty.tfstate,2,3
configs/configupgrade/test-fixtures/valid/rename-json-conflict/input/foo.tf.json,2,3
builtin/providers/dns/resource_dns_ptr_record.go,2,3
builtin/providers/dns/acceptance.sh,2,3
configs/configupgrade/test-fixtures/valid/heredoc-sameline/want/heredoc.tf,2,3
configs/configupgrade/test-fixtures/valid/interp-naked/want/try.tf,2,3
builtin/providers/pagerduty/data_source_pagerduty_schedule.go,2,3
svchost/auth/cache.go,2,3
examples/azure-search-create/deploy.ci.sh,2,3
depgraph/dependency.go,2,3
builtin/providers/aws/data_source_aws_ebs_snapshot_ids.go,2,3
builtin/providers/consul/key_client.go,2,3
builtin/providers/aws/resource_aws_dms_replication_subnet_group.go,2,3
builtin/providers/aws/data_source_aws_elb_hosted_zone_id.go,2,3
config/test-fixtures/validate-var-default-bad-type/main.tf,2,3
configs/configupgrade/test-fixtures/valid/redundant-list/want/redundant-list.tf,2,3
configs/configupgrade/test-fixtures/valid/traversals/want/traversals.tf,2,3
builtin/bins/provisioner-remote-exec/main.go,2,3
builtin/bins/provider-spotinst/main.go,2,3
helper/shadow/value.go,2,3
terraform/test-fixtures/apply-provisioner-destroy-ref-invalid/main.tf,2,3
terraform/test-fixtures/graph-modules/consul/main.tf,2,3
examples/azure-encrypt-running-linux-vm/deploy.ci.sh,2,3
config/module/test-fixtures/basic-hg/.hg/store/00manifest.i,2,3
builtin/providers/rabbitmq/resource_user.go,2,3
examples/aws-networking/subnet/subnet.tf,2,3
examples/azure-2-vms-loadbalancer-lbrules/deploy.ci.sh,2,3
dot/graph.go,2,3
terraform/test-fixtures/plan-count-index-zero/main.tf,2,3
examples/azure-encrypt-running-linux-vm/main.tf,2,3
configs/configupgrade/test-fixtures/valid/noop/input/providers.tf,2,3
terraform/test-fixtures/plan-provider-init/main.tf,2,3
terraform/test-fixtures/apply-orphan-resource/main.tf,2,3
config/test-fixtures/modules.tf,2,3
plugin/proto/generate.go,2,3
builtin/providers/aws/resource_aws_sfn_activity.go,2,3
configs/configload/test-fixtures/local-modules/child_a/child_b/child_b.tf,2,3
command/test-fixtures/apply-error/main.tf,2,3
terraform/test-fixtures/apply-destroy-module-with-attrs/child/main.tf,2,3
command/test-fixtures/backend-change-multi-to-no-default-without-default/main.tf,2,3
command/test-fixtures/graph/main.tf,2,3
builtin/providers/spotinst/config.go,2,3
terraform/testdata/apply-provisioner-destroy-locals/main.tf,2,2
command/test-fixtures/backend-plan-backend-empty-config/local-state.tfstate,2,2
terraform/test-fixtures/transform-provisioner-prune/main.tf,2,2
terraform/testdata/module-deps-explicit-provider-unconstrained/main.tf,2,2
terraform/test-fixtures/refresh-data-resource-basic/main.tf,2,2
builtin/providers/gitlab/util.go,2,2
terraform/testdata/apply-provisioner-destroy-multiple-locals/main.tf,2,2
terraform/testdata/plan-module-input-computed/main.tf,2,2
terraform/testdata/transform-resource-count-deps/main.tf,2,2
examples/azure-encrypt-running-linux-vm/variables.tf,2,2
examples/alicloud-ecs-slb/variables.tf,2,2
terraform/test-fixtures/validate-cycle/main.tf,2,2
terraform/test-fixtures/validate-count-computed/main.tf,2,2
configs/configupgrade/test-fixtures/valid/block-as-list-dynamic-nested/want/block-as-list-dynamic-nested.tf,2,2
config/testdata/var-invalid-key.tf,2,2
terraform/test-fixtures/apply-destroy-mod-var-and-count-nested/child/main.tf,2,2
terraform/test-fixtures/apply-ignore-changes-create/main.tf,2,2
terraform/test-fixtures/plan-ignore-changes-in-map/ignore-changes-in-map.tf,2,2
configs/configupgrade/test-fixtures/valid/relative-module-source/input/main.tf,2,2
terraform/testdata/empty/main.tf,2,2
terraform/test-fixtures/validate-var-no-default-explicit-type/main.tf,2,2
config/test-fixtures/validate-var-multi-non-slice/main.tf,2,2
helper/schema/as_single_fixup.go,2,2
config/module/testdata/basic-git/DOTgit/objects/8c/1a79ca1f98b6d00f5bf5c6cc9e8d3c092dd3ba,2,2
config/module/testdata/basic-hg/.hg/store/phaseroots,2,2
configs/test-fixtures/valid-modules/override-variable/primary.tf,2,2
examples/aws-elb/outputs.tf,2,2
builtin/providers/google/data_source_google_compute_network.go,2,2
config/module/test-fixtures/validate-bad-output/child/main.tf,2,2
examples/alicloud-vpc/README.md,2,2
builtin/providers/softlayer/config.go,2,2
config/module/test-fixtures/basic-parent/c/c.tf,2,2
config/module/test-fixtures/validate-child-bad/main.tf,2,2
configs/configupgrade/test-fixtures/valid/element-of-set/want/element-of-set.tf,2,2
config/module/test-fixtures/validate-bad-var/main.tf,2,2
internal/initwd/test-fixtures/registry-modules/.gitignore,2,2
examples/azure-openshift-origin/README.md,2,2
examples/azure-traffic-manager-lb-scale-set/terraform.tfvars.example,2,2
terraform/testdata/apply-multi-provider-destroy-child/main.tf,2,2
examples/aws-s3-cross-account-access/test.txt,2,2
config/testdata/dir-empty/.gitkeep,2,2
configs/test-fixtures/invalid-files/data-reserved-locals.tf,2,2
examples/azure-sql-database/main.tf,2,2
config/module/testdata/basic-hg/main.tf,2,2
builtin/providers/chef/resource_data_bag.go,2,2
configs/configupgrade/test-fixtures/valid/nested-exprs-in-hcl/want/versions.tf,2,2
builtin/providers/ns1/config.go,2,2
builtin/providers/ultradns/resource_ultradns_probe_ping.go,2,2
config/test-fixtures/validate-prov-conn-splat-other/main.tf,2,2
backend/local/test-fixtures/refresh/main.tf,2,2
terraform/testdata/plan-escaped-var/main.tf,2,2
command/test-fixtures/state-pull-backend/local-state.tfstate,2,2
config/module/test-fixtures/change-intermediate-source/main.tf,2,2
terraform/test-fixtures/validate-module-bad-rc/child/main.tf,2,2
builtin/providers/grafana/resource_data_source.go,2,2
terraform/node_module_destroy.go,2,2
config/module/testdata/basic-git/DOTgit/description,2,2
terraform/test-fixtures/graph-diff-module-dep-module/foo/main.tf,2,2
helper/url/url_windows.go,2,2
terraform/testdata/apply-destroy-mod-var-provider-config/main.tf,2,2
terraform/testdata/refresh-modules/main.tf,2,2
builtin/providers/aws/resource_aws_devicefarm_project.go,2,2
examples/alicloud-ecs-userdata/userdata.sh,2,2
terraform/testdata/plan-required-whole-mod/mod/main.tf,2,2
terraform/test-fixtures/apply-inconsistent-with-plan/main.tf,2,2
terraform/testdata/graph-missing-deps/main.tf,2,2
terraform/testdata/plan-count-module-static-grandchild/child/main.tf,2,2
test-fixtures/hosts,2,2
command/test-fixtures/init-012upgrade/main.tf,2,2
helper/schema/README.md,2,2
terraform/test-fixtures/apply-module-grandchild-provider-inherit/main.tf,2,2
config/module/test-fixtures/validate-module-root/child/main.tf,2,2
terraform/test-fixtures/transform-trans-reduce-basic/main.tf,2,2
backend/remote/test-fixtures/plan-cost-estimation/plan.log,2,2
terraform/testdata/plan-count-computed-module/main.tf,2,2
terraform/test-fixtures/plan-prevent-destroy-good/main.tf,2,2
terraform/test-fixtures/refresh-module-orphan/main.tf,2,2
terraform/testdata/refresh-vars/main.tf,2,2
config/module/testdata/basic/foo/main.tf,2,2
terraform/testdata/transform-provider-prune/main.tf,2,2
terraform/testdata/input-var-partially-computed/main.tf,2,2
examples/azure-traffic-manager-vm/graph.png,2,2
terraform/test-fixtures/input-var-default/main.tf,2,2
builtin/bins/provider-vault/main.go,2,2
configs/testdata/valid-files/variable-type-quoted.tf,2,2
command/test-fixtures/providers-schema/empty/output.json,2,2
config/module/test-fixtures/conficting-submodule-names/main.tf,2,2
builtin/providers/alicloud/tags.go,2,2
terraform/testdata/apply-module-destroy-order/child/main.tf,2,2
terraform/testdata/input-module-data-vars/main.tf,2,2
terraform/test-fixtures/validate-module-pc-vars/child/main.tf,2,2
builtin/providers/google/resource_google_project_migrate.go,2,2
config/test-fixtures/validate-var-default-interpolate/main.tf,2,2
internal/initwd/test-fixtures/go-getter-modules/.gitignore,2,2
configs/configupgrade/test-fixtures/valid/traversals/want/versions.tf,2,2
config/test-fixtures/validate-basic-provisioners/main.tf,2,2
config/module/test-fixtures/basic/foo/main.tf,2,2
examples/google-internal-load-balancing/output.tf,2,2
terraform/testdata/apply-targeted-module/main.tf,2,2
terraform/testdata/plan-computed-in-function/main.tf,2,2
terraform/test-fixtures/apply-unknown-interpolate/main.tf,2,2
config/test-fixtures/validate-depends-on-module/main.tf,2,2
terraform/testdata/import-provider-non-vars/main.tf,2,2
examples/azure-servicebus-create-topic-and-subscription/outputs.tf,2,2
terraform/testdata/transform-orphan-basic/main.tf,2,2
examples/azure-vmss-ubuntu/deploy.mac.sh,2,2
terraform/testdata/apply-cancel-provisioner/main.tf,2,2
examples/google-internal-load-balancing/startup.sh,2,2
terraform/test-fixtures/plan-targeted-module-untargeted-variable/child/main.tf,2,2
examples/alicloud-security-group-rule/outputs.tf,2,2
command/test-fixtures/backend-plan-backend-match/readme.txt,2,2
deps/v0-6-1.json,2,2
builtin/providers/cloudflare/resources.go,2,2
plugin/discovery/test-fixtures/legacy-style-plugins/terraform-foo-bar,2,2
terraform/testdata/validate-computed-module-var-ref/source/main.tf,2,2
config/testdata/validate-count-resource-var-multi/main.tf,2,2
config/testdata/data-count/main.tf,2,2
terraform/testdata/plan-module-var-with-default-value/main.tf,2,2
deps/v0-6-3.json,2,2
terraform/test-fixtures/plan-modules/child/main.tf,2,2
config/testdata/terraform-backend-2.tf.json,2,2
examples/alicloud-slb/variables.tf,2,2
examples/azure-sql-database/outputs.tf,2,2
builtin/providers/alicloud/resource_alicloud_forward.go,2,2
builtin/providers/ns1/resource_datafeed.go,2,2
plugin/discovery/test-fixtures/current-style-plugins/mockos_mockarch/terraform-foo-bar_v1.0.0.exe,2,2
examples/alicloud-vpc-multi-region/outputs.tf,2,2
terraform/testdata/plan-module-var-with-default-value/inner/main.tf,2,2
builtin/providers/google/resource_replicapool_instance_group_manager.go,2,2
terraform/test-fixtures/refresh-data-count/refresh-data-count.tf,2,2
config/module/testdata/basic-parent/c/c.tf,2,2
terraform/testdata/apply-unknown/main.tf,2,2
terraform/test_failure,2,2
terraform/testdata/graph-builder-cbd-non-cbd/main.tf,2,2
builtin/providers/archive/archive-file.zip,2,2
terraform/test-fixtures/apply-error-create-before/main.tf,2,2
builtin/providers/consul/test-fixtures/agentcert.pem,2,2
builtin/providers/circonus/resource_circonus_check_tcp.go,2,2
examples/azure-vm-custom-image-new-storage-account/outputs.tf,2,2
