entity,n-authors,n-revs,soc,robot-type
builtin/providers/profitbricks/resource_profitbricks_firewall.go,3.0,5.0,2389.0,1
builtin/providers/aws/resource_aws_config_config_rule.go,3.0,5.0,2340.0,1
builtin/providers/aws/resource_aws_elastic_beanstalk_configuration_template.go,3.0,5.0,2336.0,1
builtin/providers/aws/resource_aws_waf_size_constraint_set.go,3.0,5.0,2342.0,1
builtin/providers/aws/resource_aws_dms_replication_instance.go,3.0,5.0,2361.0,1
terraform/transform_import_provider.go,3.0,5.0,1873.0,1
backend/remote-state/azure/backend_state.go,3.0,5.0,1043.0,0
builtin/providers/digitalocean/resource_digitalocean_loadbalancer.go,3.0,5.0,2351.0,1
configs/configload/module_mgr.go,3.0,5.0,59.0,0
config/test-fixtures/dir-override/two.tf,3.0,5.0,3306.0,2
builtin/providers/arukas/structure.go,3.0,5.0,2360.0,1
backend/remote-state/manta/backend_state.go,3.0,5.0,1045.0,0
builtin/providers/vault/resource_generic_secret.go,3.0,5.0,2327.0,1
terraform/test-fixtures/transform-destroy-edge-splat/main.tf,3.0,5.0,2868.0,1
builtin/bins/provider-heroku/main.go,3.0,5.0,84.0,0
builtin/providers/aws/data_source_aws_db_instance.go,3.0,5.0,2329.0,1
builtin/providers/vsphere/config.go,3.0,5.0,2336.0,1
builtin/providers/arukas/config.go,3.0,5.0,2360.0,1
addrs/resourcemode_string.go,3.0,5.0,111.0,0
builtin/providers/pagerduty/util.go,3.0,5.0,2343.0,1
examples/aws-eip/README.md,3.0,5.0,158.0,0
command/remote_push.go,3.0,5.0,137.0,0
builtin/providers/rancher/config.go,3.0,5.0,2385.0,1
builtin/providers/profitbricks/resource_profitbricks_lan.go,3.0,5.0,2389.0,1
builtin/providers/arukas/validators.go,3.0,5.0,2360.0,1
terraform/test-fixtures/apply-cancel/main.tf,3.0,5.0,2914.0,1
command/test-fixtures/validate-invalid/main.tf,3.0,5.0,2832.0,1
builtin/providers/packet/resource_packet_volume.go,3.0,5.0,2333.0,1
examples/azure-vm-simple-linux-managed-disk/deploy.mac.sh,3.0,5.0,160.0,0
examples/azure-vnet-two-subnets/README.md,3.0,5.0,171.0,0
terraform/test-fixtures/graph-builder-apply-target-module/child1/main.tf,3.0,5.0,2880.0,1
builtin/providers/openstack/resource_openstack_compute_floatingip_associate_v2.go,3.0,5.0,2330.0,1
builtin/providers/github/resource_github_team.go,3.0,5.0,2374.0,1
builtin/providers/nomad/provider.go,3.0,5.0,2328.0,1
terraform/test-fixtures/apply-provisioner-resource-ref/main.tf,3.0,5.0,2969.0,1
.tfdev,3.0,5.0,10.0,0
terraform/test-fixtures/apply-taint/main.tf,3.0,5.0,2969.0,1
builtin/providers/profitbricks/resource_profitbricks_datacenter.go,3.0,5.0,2389.0,1
configs/configupgrade/analysis_expr.go,3.0,5.0,159.0,0
builtin/providers/aws/resource_aws_vpc_peering_connection_accepter.go,3.0,5.0,2330.0,1
config/test-fixtures/dir-override/one.tf,3.0,5.0,3306.0,2
config/test-fixtures/dir-basic/one.tf,3.0,5.0,3305.0,2
builtin/providers/spotinst/resource_spotinst_aws_group.go,3.0,5.0,2344.0,1
config/test-fixtures/dir-basic/two.tf,3.0,5.0,3305.0,2
builtin/providers/profitbricks/provider.go,3.0,5.0,2389.0,1
internal/earlyconfig/config.go,3.0,5.0,45.0,0
terraform/test-fixtures/transform-orphan-count/main.tf,3.0,5.0,3025.0,1
terraform/test-fixtures/graph-builder-apply-target-module/child2/main.tf,3.0,5.0,2880.0,1
terraform/test-fixtures/graph-builder-apply-basic/main.tf,3.0,5.0,2867.0,1
terraform/graph_builder_input.go,3.0,5.0,64.0,0
builtin/providers/cloudflare/resource_provider.go,3.0,5.0,77.0,0
builtin/providers/aws/resource_aws_opsworks_permission.go,3.0,5.0,2351.0,1
states/objectstatus_string.go,3.0,5.0,115.0,0
config/module/test-fixtures/validate-child-good/child/main.tf,3.0,5.0,3199.0,2
repl/session.go,3.0,5.0,203.0,0
terraform/test-fixtures/apply-destroy-outputs/main.tf,3.0,5.0,2968.0,1
terraform/eval_ignore_changes.go,3.0,5.0,25.0,0
backend/remote/test-fixtures/apply-destroy/main.tf,3.0,4.0,2976.0,1
terraform/test-fixtures/apply-resource-depends-on-module-deep/main.tf,3.0,4.0,2832.0,1
terraform/test-fixtures/transform-targets-basic/main.tf,3.0,4.0,2826.0,1
terraform/test-fixtures/apply-map-var-through-module/amodule/main.tf,3.0,4.0,2943.0,1
terraform/test-fixtures/plan-count-module-static/main.tf,3.0,4.0,3021.0,1
backend/remote/test-fixtures/plan-policy-passed/plan.log,3.0,4.0,2972.0,1
backend/remote/test-fixtures/plan-with-working-directory/terraform/main.tf,3.0,4.0,2964.0,1
terraform/test-fixtures/refresh-no-state/main.tf,3.0,4.0,3021.0,1
terraform/test-fixtures/plan-computed-list/main.tf,3.0,4.0,2813.0,1
backend/remote/test-fixtures/plan-policy-soft-failed/plan.log,3.0,4.0,2972.0,1
terraform/test-fixtures/input-submodule-count/main.tf,3.0,4.0,2812.0,1
backend/remote/test-fixtures/plan-policy-passed/main.tf,3.0,4.0,2972.0,1
builtin/providers/azure/resource_azure_storage_queue.go,3.0,4.0,2436.0,1
terraform/graph_interface_subgraph.go,3.0,4.0,1748.0,1
command/testdata/show-json/nested-modules/modules/more-modules/main.tf,3.0,4.0,2811.0,1
builtin/providers/google/resource_google_project_services.go,3.0,4.0,2339.0,1
config/test-fixtures/heredoc.tf,3.0,4.0,3182.0,2
examples/azure-cdn-with-storage-account/README.md,3.0,4.0,168.0,0
plugin/ui_input.go,3.0,4.0,1036.0,0
terraform/test-fixtures/plan-taint-interpolated-count/main.tf,3.0,4.0,2821.0,1
examples/alicloud-ecs-nat/outputs.tf,3.0,4.0,270.0,0
terraform/test-fixtures/plan-module-map-literal/child/main.tf,3.0,4.0,2839.0,1
terraform/test-fixtures/apply-targeted-module-unrelated-outputs/child1/main.tf,3.0,4.0,2834.0,1
builtin/providers/aws/data_source_aws_efs_file_system.go,3.0,4.0,2327.0,1
builtin/providers/template/resource_template_dir.go,3.0,4.0,2326.0,1
builtin/bins/provider-consul/main.go,3.0,4.0,86.0,0
builtin/providers/aws/ec2_filters.go,3.0,4.0,2329.0,1
backend/remote/test-fixtures/apply/plan.log,3.0,4.0,2976.0,1
backend/atlas/state_client.go,3.0,4.0,13.0,0
terraform/test-fixtures/input-provider-multi/main.tf,3.0,4.0,2805.0,1
builtin/providers/ns1/provider.go,3.0,4.0,2353.0,1
builtin/providers/google/metadata.go,3.0,4.0,2352.0,1
svchost/svchost.go,3.0,4.0,27.0,0
builtin/providers/aws/data_source_aws_ecs_task_definition.go,3.0,4.0,2328.0,1
moduledeps/dependencies.go,3.0,4.0,34.0,0
backend/local/test-fixtures/apply-error/main.tf,3.0,4.0,2829.0,1
builtin/providers/consul/resource_consul_prepared_query.go,3.0,4.0,2338.0,1
builtin/providers/heroku/resource_heroku_pipeline_coupling.go,3.0,4.0,2330.0,1
terraform/test-fixtures/transform-module-var-nested/child/child/main.tf,3.0,4.0,3026.0,1
terraform/test-fixtures/apply-output-orphan-module/child/main.tf,3.0,4.0,3022.0,1
backend/remote/test-fixtures/plan-policy-soft-failed/policy.log,3.0,4.0,2972.0,1
terraform/test-fixtures/apply-module-var-resource-count/child/main.tf,3.0,4.0,2921.0,1
backend/remote/test-fixtures/plan/main.tf,3.0,4.0,2992.0,1
terraform/test-fixtures/apply-resource-depends-on-module-deep/child/child/main.tf,3.0,4.0,2832.0,1
terraform/test-fixtures/plan-computed-value-in-map/main.tf,3.0,4.0,3022.0,1
terraform/test-fixtures/apply-resource-depends-on-module/main.tf,3.0,4.0,2816.0,1
terraform/test-fixtures/transform-provider-implicit-module/main.tf,3.0,4.0,2831.0,1
states/statefile/testdata/roundtrip/v3-simple.in.tfstate,3.0,4.0,115.0,0
terraform/ui_input_mock.go,3.0,4.0,1011.0,0
terraform/test-fixtures/plan-module-variable-from-splat/main.tf,3.0,4.0,2827.0,1
terraform/test-fixtures/plan-module-multi-var/main.tf,3.0,4.0,2810.0,1
builtin/providers/cloudstack/resource_cloudstack_loadbalancer.go,3.0,4.0,43.0,0
helper/multierror/error.go,3.0,4.0,39.0,0
backend/remote/test-fixtures/apply-policy-soft-failed/policy.log,3.0,4.0,2977.0,1
backend/remote/test-fixtures/apply-policy-soft-failed/main.tf,3.0,4.0,2977.0,1
config/module/testing.go,3.0,4.0,555.0,0
backend/remote/test-fixtures/plan-policy-passed/policy.log,3.0,4.0,2972.0,1
terraform/test-fixtures/apply-ref-existing/main.tf,3.0,4.0,3023.0,1
terraform/test-fixtures/apply-module-destroy-order/child/main.tf,3.0,4.0,2818.0,1
builtin/providers/aws/resource_aws_vpc_endpoint_route_table_association.go,3.0,4.0,2327.0,1
builtin/providers/aws/resource_aws_codecommit_trigger.go,3.0,4.0,2326.0,1
backend/remote/test-fixtures/apply-policy-hard-failed/main.tf,3.0,4.0,2977.0,1
terraform/test-fixtures/plan-count-module-static-grandchild/main.tf,3.0,4.0,3022.0,1
terraform/test-fixtures/apply-taint-dep/main.tf,3.0,4.0,2877.0,1
terraform/test-fixtures/apply-ref-count/main.tf,3.0,4.0,2821.0,1
terraform/test-fixtures/plan-cbd/main.tf,3.0,4.0,3023.0,1
terraform/test-fixtures/graph-builder-apply-count/main.tf,3.0,4.0,2865.0,1
terraform/test-fixtures/transform-targets-destroy/main.tf,3.0,4.0,2826.0,1
builtin/providers/aws/resource_aws_waf_byte_match_set.go,3.0,4.0,2341.0,1
terraform/test-fixtures/apply-idattr/main.tf,3.0,4.0,2904.0,1
terraform/node_count_boundary.go,3.0,4.0,1010.0,0
backend/remote/test-fixtures/apply-policy-passed/main.tf,3.0,4.0,2977.0,1
terraform/test-fixtures/plan-cbd-maintain-root/main.tf,3.0,4.0,3021.0,1
terraform/test-fixtures/apply-destroy-provisioner/main.tf,3.0,4.0,2877.0,1
builtin/providers/vsphere/resource_vsphere_file.go,3.0,4.0,2328.0,1
svchost/auth/token_credentials.go,3.0,4.0,46.0,0
command/test-fixtures/apply-terraform-env/main.tf,3.0,4.0,2822.0,1
terraform/test-fixtures/apply-cbd-deposed-only/main.tf,3.0,4.0,3022.0,1
builtin/providers/azurerm/resource_arm_dns_ns_record.go,3.0,4.0,2353.0,1
terraform/test-fixtures/validate-targeted/main.tf,3.0,4.0,2826.0,1
backend/remote/test-fixtures/plan-with-error/plan.log,3.0,4.0,2969.0,1
backend/remote/test-fixtures/apply-policy-passed/plan.log,3.0,4.0,2977.0,1
backend/local/test-fixtures/plan-scaleout/main.tf,3.0,4.0,2817.0,1
backend/remote/test-fixtures/apply-with-error/plan.log,3.0,4.0,2969.0,1
terraform/test-fixtures/import-provider-module/main.tf,3.0,4.0,2813.0,1
backend/remote/test-fixtures/apply-no-changes/plan.log,3.0,4.0,2976.0,1
examples/alicloud-ecs-nat/variables.tf,3.0,4.0,270.0,0
builtin/providers/clc/resource_clc_load_balancer.go,3.0,4.0,2347.0,1
command/test-fixtures/apply-input-partial/main.tf,3.0,4.0,2824.0,1
terraform/test-fixtures/plan-module-provider-inherit-deep/B/main.tf,3.0,4.0,3023.0,1
terraform/test-fixtures/plan-module-var/main.tf,3.0,4.0,3023.0,1
terraform/test-fixtures/transform-provider-inherit/main.tf,3.0,4.0,2836.0,1
backend/remote/test-fixtures/plan/plan.log,3.0,4.0,2976.0,1
builtin/providers/aws/resource_aws_ecr_repository_policy.go,3.0,4.0,2333.0,1
terraform/test-fixtures/graph-builder-apply-provisioner/main.tf,3.0,4.0,2867.0,1
terraform/test-fixtures/apply-count-variable-ref/main.tf,3.0,4.0,2821.0,1
backend/remote/test-fixtures/plan-policy-hard-failed/plan.log,3.0,4.0,2972.0,1
backend/remote/test-fixtures/plan-policy-soft-failed/main.tf,3.0,4.0,2972.0,1
terraform/eval_if.go,3.0,4.0,1010.0,0
terraform/test-fixtures/transform-provider-grandchild-inherit/child/main.tf,3.0,4.0,2836.0,1
builtin/providers/test/data_source.go,3.0,4.0,16.0,0
command/test-fixtures/push/main.tf,3.0,4.0,2813.0,1
terraform/transform_count_boundary.go,3.0,4.0,1010.0,0
terraform/test-fixtures/plan-data-resource-becomes-computed/main.tf,3.0,4.0,2814.0,1
examples/azure-2-vms-loadbalancer-lbrules/README.md,3.0,4.0,156.0,0
builtin/providers/aws/resource_aws_api_gateway_account.go,3.0,4.0,2329.0,1
builtin/providers/mailgun/config.go,3.0,4.0,2332.0,1
configs/testdata/invalid-files/data-reserved-for_each.tf,3.0,4.0,2833.0,1
terraform/test-fixtures/input-submodule-count/mod/main.tf,3.0,4.0,2812.0,1
builtin/providers/bitbucket/resource_repository.go,3.0,4.0,2337.0,1
builtin/providers/github/resource_github_repository_collaborator.go,3.0,4.0,2359.0,1
terraform/test-fixtures/plan-targeted-module-with-provider/child1/main.tf,3.0,4.0,3027.0,1
backend/remote/test-fixtures/apply-policy-hard-failed/policy.log,3.0,4.0,2977.0,1
builtin/providers/aws/resource_aws_inspector_assessment_target.go,3.0,4.0,2335.0,1
terraform/test-fixtures/apply-output-orphan/main.tf,3.0,4.0,3024.0,1
builtin/providers/aws/resource_aws_elastic_transcoder_preset.go,3.0,4.0,2330.0,1
builtin/providers/rancher/resource_rancher_host.go,3.0,4.0,2341.0,1
builtin/providers/cloudstack/tags.go,3.0,4.0,2331.0,1
terraform/test-fixtures/apply-multi-provider-destroy/main.tf,3.0,4.0,2813.0,1
terraform/test-fixtures/apply-multi-provider-destroy-child/main.tf,3.0,4.0,2922.0,1
command/testdata/show-json/nested-modules/output.json,3.0,4.0,2811.0,1
backend/remote/test-fixtures/apply-policy-soft-failed/plan.log,3.0,4.0,2977.0,1
terraform/test-fixtures/refresh-module-input-computed-output/child/main.tf,3.0,4.0,2817.0,1
backend/remote/test-fixtures/plan-policy-hard-failed/main.tf,3.0,4.0,2972.0,1
examples/alicloud-ecs-nat/README.md,3.0,4.0,270.0,0
backend/remote-state/testing.go,3.0,4.0,13.0,0
terraform/test-fixtures/input-bad-var-default/main.tf,3.0,4.0,2806.0,1
builtin/providers/aws/resource_aws_s3_bucket_policy.go,3.0,4.0,2328.0,1
terraform/test-fixtures/apply-ignore-changes-dep/main.tf,3.0,4.0,2825.0,1
terraform/test-fixtures/plan-targeted-module-with-provider/child2/main.tf,3.0,4.0,3027.0,1
examples/alicloud-ecs-nat/userdata.sh,3.0,4.0,270.0,0
command/test-fixtures/backend-change-multi-to-no-default-with-default/local-state.tfstate,3.0,4.0,2852.0,1
builtin/providers/azurerm/resource_arm_sql_elasticpool.go,3.0,4.0,2413.0,1
terraform/test-fixtures/refresh-data-module-var/main.tf,3.0,4.0,2817.0,1
terraform/test-fixtures/plan-diffvar/main.tf,3.0,4.0,2902.0,1
terraform/test-fixtures/apply-provisioner-destroy-module/child/main.tf,3.0,4.0,2812.0,1
terraform/test-fixtures/plan-module-provider-inherit-deep/A/main.tf,3.0,4.0,3023.0,1
backend/remote/test-fixtures/apply-destroy/plan.log,3.0,4.0,2976.0,1
builtin/providers/openstack/resource_openstack_dns_zone_v2.go,3.0,4.0,2337.0,1
terraform/test-fixtures/transform-destroy-edge-module-only/child/main.tf,3.0,4.0,2867.0,1
examples/alicloud-ecs-nat/main.tf,3.0,4.0,270.0,0
builtin/providers/fastly/validators.go,3.0,4.0,2333.0,1
terraform/test-fixtures/transform-provider-inherit/child/main.tf,3.0,4.0,2836.0,1
terraform/test-fixtures/input-interpolate-var/main.tf,3.0,4.0,2821.0,1
backend/remote/test-fixtures/plan-policy-hard-failed/policy.log,3.0,4.0,2972.0,1
builtin/providers/aws/resource_aws_waf_sql_injection_match_set.go,3.0,4.0,2341.0,1
terraform/test-fixtures/apply-provisioner-destroy-multiple-locals/main.tf,3.0,4.0,2809.0,1
terraform/test-fixtures/apply-module-destroy-order/main.tf,3.0,4.0,2818.0,1
builtin/providers/azurerm/resource_arm_dns_srv_record.go,3.0,4.0,2354.0,1
builtin/providers/dns/provider.go,3.0,4.0,2358.0,1
terraform/test-fixtures/apply-resource-depends-on-module-in-module/child/main.tf,3.0,4.0,2832.0,1
terraform/test-fixtures/plan-untargeted-resource-output/mod/main.tf,3.0,4.0,2826.0,1
builtin/providers/alicloud/service_alicloud_vpc.go,3.0,4.0,2540.0,1
backend/remote/test-fixtures/apply/main.tf,3.0,4.0,2976.0,1
builtin/providers/aws/resource_aws_waf_xss_match_set.go,3.0,4.0,2341.0,1
builtin/providers/alicloud/resource_alicloud_security_group.go,3.0,4.0,2540.0,1
terraform/test-fixtures/apply-module-provider-inherit-alias/child/main.tf,3.0,4.0,2817.0,1
builtin/providers/aws/resource_aws_egress_only_internet_gateway.go,3.0,4.0,2340.0,1
builtin/providers/alicloud/resource_alicloud_slb.go,3.0,4.0,2540.0,1
terraform/test-fixtures/apply-module-var-resource-count/main.tf,3.0,4.0,2921.0,1
terraform/test-fixtures/apply-provisioner-destroy-continue/main.tf,3.0,4.0,2832.0,1
terraform/test-fixtures/context-required-version-module/child/main.tf,3.0,4.0,3024.0,1
terraform/test-fixtures/transform-module-var-basic/child/main.tf,3.0,4.0,3026.0,1
builtin/providers/dme/config.go,3.0,4.0,2346.0,1
terraform/test-fixtures/plan-module-provider-var/main.tf,3.0,4.0,3024.0,1
terraform/test-fixtures/apply-taint-dep-requires-new/main.tf,3.0,4.0,2877.0,1
terraform/test-fixtures/apply-provisioner-module/main.tf,3.0,4.0,3027.0,1
backend/remote/test-fixtures/apply-no-changes/main.tf,3.0,4.0,2976.0,1
builtin/providers/aws/resource_aws_emr_instance_group.go,3.0,4.0,2338.0,1
builtin/providers/digitalocean/loadbalancer.go,3.0,4.0,2351.0,1
terraform/test-fixtures/plan-module-map-literal/main.tf,3.0,4.0,2839.0,1
terraform/test-fixtures/plan-computed-value-in-map/mod/main.tf,3.0,4.0,2837.0,1
backend/remote/test-fixtures/apply-with-error/main.tf,3.0,4.0,2969.0,1
command/test-fixtures/backend-unchanged/.terraform/terraform.tfstate,3.0,4.0,2917.0,1
backend/remote/test-fixtures/plan-with-error/main.tf,3.0,4.0,2969.0,1
terraform/test-fixtures/transform-provider-invalid/main.tf,3.0,4.0,2832.0,1
terraform/test-fixtures/input-interpolate-var/child/main.tf,3.0,4.0,2821.0,1
builtin/providers/azurerm/resource_arm_eventhub.go,3.0,4.0,2444.0,1
internal/initwd/getter.go,3.0,4.0,72.0,0
terraform/test-fixtures/input-vars/main.tf,3.0,4.0,2814.0,1
builtin/providers/github/util.go,3.0,4.0,2360.0,1
terraform/test-fixtures/transform-flat-config-basic/main.tf,3.0,4.0,3022.0,1
terraform/test-fixtures/plan-module-deadlock/child/main.tf,3.0,4.0,3022.0,1
LICENSE,3.0,4.0,43.0,0
terraform/test-fixtures/plan-targeted-cross-module/A/main.tf,3.0,4.0,3025.0,1
terraform/test-fixtures/apply-provisioner-destroy/main.tf,3.0,4.0,2837.0,1
terraform/test-fixtures/apply-resource-depends-on-module/child/main.tf,3.0,4.0,2816.0,1
builtin/providers/datadog/resource_datadog_user.go,3.0,4.0,2331.0,1
builtin/providers/aws/resource_aws_ssm_maintenance_window_task.go,3.0,4.0,2335.0,1
terraform/test-fixtures/transform-provider-grandchild-inherit/main.tf,3.0,4.0,2836.0,1
backend/remote/test-fixtures/apply-policy-hard-failed/plan.log,3.0,4.0,2977.0,1
command/test-fixtures/apply-input/main.tf,3.0,4.0,2811.0,1
terraform/test-fixtures/apply-provisioner-destroy-ref/main.tf,3.0,4.0,2812.0,1
terraform/test-fixtures/apply-provider-alias-configure/main.tf,3.0,4.0,3022.0,1
builtin/providers/terraform/resource_state.go,3.0,4.0,26.0,0
backend/remote/test-fixtures/plan-with-working-directory/terraform/plan.log,3.0,4.0,2976.0,1
terraform/test-fixtures/apply-targeted-module-unrelated-outputs/main.tf,3.0,4.0,2834.0,1
builtin/providers/aws/data_source_availability_zones.go,3.0,4.0,6.0,0
resource_state.go,3.0,4.0,9.0,0
terraform/test-fixtures/refresh-config-orphan/main.tf,3.0,4.0,2814.0,1
states/eachmode_string.go,3.0,4.0,106.0,0
terraform/test-fixtures/apply-cbd-count/main.tf,3.0,4.0,3020.0,1
terraform/test-fixtures/plan-module-var/child/main.tf,3.0,4.0,3023.0,1
terraform/ui_output_provisioner.go,3.0,4.0,2000.0,1
builtin/providers/github/resource_github_organization_webhook.go,3.0,3.0,2331.0,1
builtin/providers/archive/archiver.go,3.0,3.0,2343.0,1
builtin/providers/aws/resource_aws_iam_account_password_policy.go,3.0,3.0,2326.0,1
command/test-fixtures/state-push-bad-lineage/replace.tfstate,3.0,3.0,2922.0,1
examples/alicloud-slb/README.md,3.0,3.0,324.0,0
examples/azure-traffic-manager-vm/README.md,3.0,3.0,151.0,0
examples/clc/main.tf,3.0,3.0,64.0,0
builtin/bins/provider-localfile/main.go,3.0,3.0,68.0,0
builtin/providers/aws/import_aws_cloudfront_distribution.go,3.0,3.0,2328.0,1
config/module/inode_windows.go,3.0,3.0,533.0,0
builtin/providers/ns1/resource_user.go,3.0,3.0,2346.0,1
examples/consul/README.md,3.0,3.0,14.0,0
builtin/providers/aws/resource_aws_api_gateway_usage_plan_key.go,3.0,3.0,2326.0,1
terraform/instancetype.go,3.0,3.0,1003.0,0
builtin/providers/aws/data_source_aws_vpc.go,3.0,3.0,2327.0,1
builtin/providers/azurerm/resource_arm_dns_mx_record.go,3.0,3.0,2350.0,1
builtin/providers/profitbricks/data_source_image.go,3.0,3.0,2359.0,1
builtin/providers/aws/resource_aws_cloudwatch_log_stream.go,3.0,3.0,2329.0,1
examples/alicloud-vpc-route-entry/main.tf,3.0,3.0,324.0,0
panic.go,3.0,3.0,0.0,0
builtin/providers/azurerm/resource_arm_dns_aaaa_record.go,3.0,3.0,2349.0,1
command/cli_ui.go,3.0,3.0,0.0,0
builtin/providers/terraform/flatten.go,3.0,3.0,2356.0,1
builtin/providers/aws/tagsGeneric.go,3.0,3.0,2345.0,1
builtin/providers/aws/tagsInspector.go,3.0,3.0,2350.0,1
config/test-fixtures/variable-no-name.tf,3.0,3.0,3185.0,2
builtin/providers/azurerm/resource_arm_dns_txt_record.go,3.0,3.0,2350.0,1
command/test-fixtures/state-push-good/.terraform/terraform.tfstate,3.0,3.0,2937.0,1
examples/google-two-tier/README.md,3.0,3.0,34.0,0
command/test-fixtures/state-push-replace-match/replace.tfstate,3.0,3.0,2937.0,1
examples/aws-ecs-alb/variables.tf,3.0,3.0,205.0,0
examples/aws-count/outputs.tf,3.0,3.0,165.0,0
command/test-fixtures/backend-change/local-state.tfstate,3.0,3.0,2929.0,1
builtin/providers/aws/resource_aws_ses_receipt_rule_set.go,3.0,3.0,2334.0,1
examples/azure-vmss-ubuntu/README.md,3.0,3.0,149.0,0
builtin/providers/aws/data_source_aws_subnet_ids.go,3.0,3.0,2327.0,1
states/statemgr/snapshotmetarel_string.go,3.0,3.0,45.0,0
examples/openstack-with-networking/outputs.tf,3.0,3.0,51.0,0
examples/alicloud-slb/main.tf,3.0,3.0,324.0,0
examples/azure-vnet-to-vnet-peering/README.md,3.0,3.0,148.0,0
builtin/providers/google/resource_compute_backend_bucket.go,3.0,3.0,2367.0,1
command/test-fixtures/import-provider-var/main.tf,3.0,3.0,2816.0,1
builtin/providers/tls/resource_certificate.go,3.0,3.0,2339.0,1
examples/aws-s3-cross-account-access/variables.tf,3.0,3.0,201.0,0
command/test-fixtures/show-json/basic-delete/terraform.tfstate,3.0,3.0,2820.0,1
command/test-fixtures/state-push-serial-newer/local-state.tfstate,3.0,3.0,2937.0,1
builtin/providers/aws/resource_aws_default_network_acl.go,3.0,3.0,2330.0,1
builtin/providers/aws/resource_aws_ses_receipt_filter.go,3.0,3.0,2334.0,1
builtin/providers/aws/data_source_aws_security_group.go,3.0,3.0,2327.0,1
builtin/providers/google/resource_bigquery_dataset.go,3.0,3.0,2369.0,1
command/test-fixtures/plan-invalid/main.tf,3.0,3.0,2827.0,1
command/test-fixtures/state-push-replace-match/local-state.tfstate,3.0,3.0,2937.0,1
examples/aws-ecs-alb/instance-profile-policy.json,3.0,3.0,163.0,0
builtin/providers/clc/resource_clc_group.go,3.0,3.0,2345.0,1
builtin/providers/aws/resource_aws_ami_launch_permission.go,3.0,3.0,2327.0,1
command/test-fixtures/state-push-serial-newer/replace.tfstate,3.0,3.0,2937.0,1
builtin/providers/aws/resource_aws_opsworks_mysql_layer.go,3.0,3.0,2357.0,1
builtin/providers/azurerm/resource_arm_express_route_circuit.go,3.0,3.0,2413.0,1
command/test-fixtures/backend-change-multi-to-no-default-with-default/terraform.tfstate.d/env2/terraform.tfstate,3.0,3.0,2849.0,1
examples/clc/variables.tf,3.0,3.0,64.0,0
builtin/providers/aws/resource_aws_sqs_queue_policy.go,3.0,3.0,2327.0,1
configs/configload/copy_dir.go,3.0,3.0,17.0,0
configs/variabletypehint_string.go,3.0,3.0,52.0,0
builtin/providers/aws/resource_aws_opsworks_rails_app_layer.go,3.0,3.0,2357.0,1
builtin/providers/azurerm/resource_arm_dns_a_record.go,3.0,3.0,2350.0,1
builtin/providers/cloudstack/resource_cloudstack_security_group.go,3.0,3.0,2331.0,1
plugin/mock_proto/generate.sh,3.0,3.0,994.0,0
command/test-fixtures/backend-change-single-to-single/local-state.tfstate,3.0,3.0,2825.0,1
command/test-fixtures/show-json/basic-update/terraform.tfstate,3.0,3.0,2820.0,1
config/test-fixtures/connection.tf,3.0,3.0,3271.0,2
builtin/providers/aws/resource_aws_eip_association.go,3.0,3.0,2327.0,1
command/test-fixtures/backend-new-migrate-existing/terraform.tfstate,3.0,3.0,2929.0,1
configs/testdata/invalid-files/resource-reserved-for_each.tf,3.0,3.0,2845.0,1
builtin/providers/aws/data_source_aws_subnet.go,3.0,3.0,2330.0,1
builtin/providers/logentries/resource_logentries_logset.go,3.0,3.0,2334.0,1
examples/cross-provider/main.tf,3.0,3.0,78.0,0
command/test-fixtures/state-push-replace-match/.terraform/terraform.tfstate,3.0,3.0,2937.0,1
examples/alicloud-ecs-vpc-cluster/variables.tf,3.0,3.0,324.0,0
command/test-fixtures/backend-change-multi-to-single/terraform.tfstate.d/env1/terraform.tfstate,3.0,3.0,2820.0,1
helper/schema/resource_data_get_source.go,3.0,3.0,997.0,0
builtin/providers/dns/data_dns_a_record_set.go,3.0,3.0,2330.0,1
command/test-fixtures/state-push-good/replace.tfstate,3.0,3.0,2937.0,1
builtin/providers/vsphere/resource_vsphere_virtual_machine_migrate.go,3.0,3.0,2327.0,1
examples/aws-cloudwatch-events/kinesis/main.tf,3.0,3.0,203.0,0
config/module/test-fixtures/validate-required-var/child/main.tf,3.0,3.0,3184.0,2
command/debug_json2dot.go,3.0,3.0,69.0,0
builtin/providers/aws/data_source_aws_iam_account_alias.go,3.0,3.0,2329.0,1
builtin/providers/github/util_permissions.go,3.0,3.0,2345.0,1
builtin/providers/google/disk_type.go,3.0,3.0,2347.0,1
builtin/providers/alicloud/resource_alicloud_eip.go,3.0,3.0,2482.0,1
builtin/providers/aws/resource_aws_codedeploy_app.go,3.0,3.0,2331.0,1
builtin/bins/provider-profitbricks/main.go,3.0,3.0,83.0,0
builtin/providers/google/resource_compute_firewall_migrate.go,3.0,3.0,2328.0,1
command/test-fixtures/backend-change-multi-to-no-default-without-default/terraform.tfstate.d/env2/terraform.tfstate,3.0,3.0,2849.0,1
contrib/api-coverage/aws_api_coverage.rb,3.0,3.0,0.0,0
builtin/providers/aws/resource_aws_autoscaling_attachment.go,3.0,3.0,2329.0,1
builtin/providers/random/resource_shuffle.go,3.0,3.0,2328.0,1
command/test-fixtures/state-push-serial-older/replace.tfstate,3.0,3.0,2937.0,1
builtin/providers/azure/resource_azure_sql_database_service.go,3.0,3.0,2373.0,1
configs/provisioneronfailure_string.go,3.0,3.0,52.0,0
